,name,album,artist,release date,length,popularity,url,lyrics
621,Get It Shawty,Street Love,Lloyd,2007-01-01,209533,61,https://open.spotify.com/track/2a03afRiyAbNAleOByVju4,"[Verse 1]
I guess if I can let this moment slip away
Cause I got my eye on you
I see you looking over your shoulder
Let me make my way over

[Pre Hook]
Excuse me, miss lady how you doing
Your body looking right
You're the type I like
Can I pursue and
Can I get a little closer
So I can get to know you
And exchange names and thangs
Before the night is over

[Hook]
All I really want is for you to back it up
Go on and put your weight on it
Cause it's alright
Do what you wanna
Make me believe ya
Oooh, I wanna see ya
Get it shawty, get it shawty
Get-get-get-get-get
Get it shawty, get it shawty

[Verse 2]
I guess if we can let the night just drift away
So baby, what you gon' do
Cause I don't wanna lose it
Come on, keep it moving

[Pre Hook]
Excuse me, miss lady how you doing
Your body looking right
You're the type I like
Can I pursue and
Can I get a little closer
So I can get to know you
And exchange names and thangs
Before the night is over

[Hook]
All I really want is for you to back it up
Go on and put your weight on it
Cause it's alright
Do what you wanna
Make me believe ya
Oooh, I wanna see ya
Get it shawty, get it shawty
Get-get-get-get-get
Get it shawty, get it shawty

[Rap Verse]
Jeans tight, high heels
This is how you make me feel
Lips glossed, teeth white
Apple bottoms, let me bite
Spend the night, catch a flight
We can do what-what you like
Feeling right, ya smelling good
Let get this understood
Is there something you're not telling me
Are you the daughter of Frankie Beverly
It's the way you move
The way you groove
I'm a fan and you're the celebrity
She doing freaky stuff
Shawty got me geeked up
Like Fabo I got Play-doh
Let me show you street love

[Hook]
All I really want is for you to back it up
Go on and put your weight on it
Cause it's alright
Do what you wanna
Make me believe ya
Oooh, I wanna see ya
Get it shawty, get it shawty
Get-get-get-get-get
Get it shawty, get it shawty"
622,Fluorescent Adolescent,Favourite Worst Nightmare,Arctic Monkeys,2007-04-22,183893,74,https://open.spotify.com/track/2x8evxqUlF0eRabbW2JBJd,"[Verse 1]
You used to get it in your fishnets
Now you only get it in your night dress
Discarded all the naughty nights for niceness
Landed in a very common crisis
Everything's in order in a black hole
Nothing seems as pretty as the past though
That Bloody Mary's lacking in Tabasco
Remember when you used to be a rascal?

[Chorus 1]
Oh, the boy's a slag, the best you ever had
The best you ever had is just a memory and those dreams
Weren't as daft as they seem, aren't as daft as they seem
My love, when you dream them up

[Verse 2]
Flicking through a little book of sex tips
Remember when the boys were all electric?
Now when she's told she's gonna get it
I'm guessing that she'd rather just forget it
Clinging 'till I'm getting sentimental
Said she wasn't going but she went still
Likes her gentlemen not to be gentle
Was it a Mecca dauber or a betting pencil?

[Chorus 2]
Oh, the boy's a slag, the best you ever had
The best you ever had is just a memory and those dreams
Weren't as daft as they seem, not as daft as they seem
My love, when you dream them up
Oh, Flo, where did you go?
Where did you go? Where did you go?

[Bridge]
You're falling about
You took a left off Last Laugh Lane
Just sounding it out
But you're not coming back again
You're falling about
You took a left off Last Laugh Lane
You were just sounding it out
But you're not coming back again

[Outro]
You used to get it in your fishnets
(Falling about)
Now you only get it in your night dress
Discarded all the naughty nights for niceness
(You took a left off Last Laugh Lane)
Landed in a very common crisis
Everything's in order in a black hole
(You were just sounding it out)
Is anything as pretty in the past though?
That Bloody Mary's lacking in Tabasco
(You're not coming back again)
Remember when you used to be a rascal?
(Oh...)"
623,Bed,Back Of My Lac',J. Holiday,2007-01-01,275106,64,https://open.spotify.com/track/6TlRNJaezOdzdECnQeRuMM,"[Written by The-Dream and Los Da Mystro]

[Intro]
J. Holiday
Oo-oh, oo-oh
(Ay-ay-ay, Ay, Ay-ay-ay, Ay, Ay-ay-ay, Ay)
Put you to bed, bed, bed
Put you to bed, bed, bed

[Verse 1]
Girl, change into that Victoria's Secret thing that I like -
Alright
Okay tonight you're having me your way
Perfume
Spray it there
Put our love in the air
Now put me right next to you
Finna raise the temp' in the room
First rub my back like you do
Right there (uh huh) right there (uh)
You touch me like you care
Now stop
And let me repay you for the week that you've been through
Workin' that nine to five and stayin' cute like you do
Oh, oh, oh

[Pre-Chorus]
I love it (I love it)
You love it (you love it)
Everytime (everytime)
We touchin' (we touchin')
I want it (I want it)
You want it (you want it)
I'll see you (see you)
In the mornin' (in the mornin')

[Chorus]
Wanna put my fingers through your hair
Wrap me up in your legs
And love you till your eyes roll back
I'm tryna put you to bed, bed, bed
I'mma put you to bed, bed, bed
Then I'mma rock ya body
Turn you over
Love is war, I'm your soldier
Touchin' you like it's our first time
I'mma put you to bed, bed, bed
I'mma put you to bed, bed, bed

[Verse 2]
I'm starin' at you while you sleep
Irreplaceable beauty
Put my face up in your neck and breathe (Ooh, breathe)
Take you into my senses
Wake up it's time to finish
Round two, round two
Matter of fact, it's closer to three
She like, ""How long I been sleep?""
Shawty kisses turn into the sweetest dreams
Like give it to me
And I can feel her tell me
""My angel, this is wonderful""
Thanks for letting me bless ya
Come down, fly right
Drift back into heaven
Oh, oh, oh, oh

[Pre-Chorus]
I love it (I love it)
You love it (you love it)
Everytime (everytime)
We touchin' (we touchin')
I want it (I want it)
You want it (you want it)
I'll see you (see you)
In the mornin' (in the mornin')

[Chorus]
Wanna put my fingers through your hair
Wrap me up in your legs
And love you till your eyes roll back
I'm tryna put you to bed, bed, bed
I'mma put you to bed, bed, bed
Then I'mma rock ya body
Turn you over
Love is war, I'm your soldier
Touchin' you like it's our first time
I'mma put you to bed, bed, bed
I'mma put you to bed, bed, bed

[Bridge]
Watch the sunlight peak over the horizon
Ooh-ooh, ooh-ooh, ooh-ooh, ooh-ooh
The sun ain't the only thing that's shinin'
Ooh-ooh, ooh-ooh, ooh-ooh, ooh-ooh
Now I'mma send you out into the world with my love
Tell everybody, Ay
Everybody
Ay, Ay-ay-ay, Ay, Ay-ay-ay, Ay, Ay-ay-ay, Ay"
624,"This Ain't A Scene, It's An Arms Race",Infinity On High,Fall Out Boy,2007-01-01,212040,67,https://open.spotify.com/track/1oagRT7LfpVlNJN6FSZDGp,"[Verse 1]
I am an arms dealer fitting you with
Weapons in the form of words
And don't really care which side wins
Long as the room keeps singing, that's just the business I'm in

[Pre-Chorus]
This ain't a scene, it's a goddamn arms race
This ain't a scene, it's a goddamn arms race
This ain't a scene, it's a goddamn arms race
I'm not a shoulder to cry on, but I digress

[Chorus]
I'm a leading man and the lies I weave are
Oh, so intricate, oh, so intricate
I'm a leading man and the lines I weave are
Oh, so intricate, oh, so intricate

[Verse 2]
I wrote the gospel on giving up
(You're looking pretty sinking)
But the real bombshells have already sunk
(Prima donnas of the gutter)
At night, we're painting your trash gold while you sleep
Crashing not like hips or cars, no, more like p-p-p-parties

[Pre-Chorus]
This ain't a scene, it's a goddamn arms race
This ain't a scene, it's a goddamn arms race
This ain't a scene, it's a goddamn arms race
Bandwagon's full, please catch another

[Chorus]
I'm a leading man and the lies I weave are
Oh, so intricate, oh, so intricate
I'm a leading man and the lines I weave are
Oh, so intricate, oh, so intricate

[Post-Chorus]
Whoa, oh oh oh
Whoo!

[Guitar Solo]

[Bridge]
All the boys who
The dance floor didn't love
And all the girls whose lips couldn't move fast enough
Sing until your lungs give out

[Pre-Chorus]
This ain't a scene, it's a goddamn arms race
This ain't a scene, it's a goddamn arms race (Now you!)
This ain't a scene, it's a goddamn arms race (Wear out the groove!)
This ain't a scene, it's a goddamn arms race (Sing out loud!)
This ain't a scene, it's a goddamn arms race (Oh, oh!)
This ain't a scene, it's a goddamn arms race!

[Chorus]
I'm a leading man and the lies I weave are
Oh, so intricate, oh, so intricate
I'm a leading man and the lines I weave are
Oh, so intricate, oh, so intricate"
625,Outta My System (feat. T-Pain & Johntá Austin),The Price Of Fame,Bow Wow,2006-12-18,238266,57,https://open.spotify.com/track/3LGeYNY9aWQuBJovOOowqm,"[Intro]
Oooooh, Damn!
I mean I just keep thinkin about you (awww baby)
I mean I wanna move on but I can't move on (oh, oh, oh, ooooh)
It's like you got some kind of hold on me
And I don't know
But I'm a go ahead and talk about it
Listen

[Verse 1: Bow Wow]
I'm sitting looking out the window like damn
Trying to fix this situation that's at hand
You still running through my mind - when I'm knowing that you shouldn't be
Me all on ya mind, I'm knowing that it couldn't be
Cause you ain't called, and I ain't even appalled
I still got a lot of pain, I ain't dealt with it all
I been running 'round with other chicks - I'm single and they loving it
I'm liking it, but I just want the one that I was in love with
That's not the end of it - I'm trying to let you go
I can't get a grip of it, is what I'm trying to let you know
You gotta hold of some kinda control on me
I don't know what it is - but I gotta get you gone from me
I'm working at it and it ain't getting no better
Just trying to be like ""yeah, forget it, whatever""
Instead of staring out this glass - looking at this bad weather
Damn I gotta pull myself together, cause...

[Hook: T-Pain]
When I'm with somebody, all I think 'bout is you
When I'm all alone - that's all I wanna do
I miss the smiley faces in my sidekick, out of town visits
All the time we spent together, makes it hard to get you outta my system
You know what you do to me (do to me)  you don't even understand
Damn  you know what you do to me (do to me)
It's so hard to get you outta my system

[Verse 2: Bow Wow]
I'm too attached my heart want let me fall back
I got it bad that's what you can call that (ah)
And when I see you in the streets that's the worse for me
Use to love the little things you did, that's what works for me
It's too major, don't see you in my pager
Know what you doing?, where you at?, or can I see you later?
The fellas telling me just let her go Bow
Believe me I'm trying man I just don't know how
I be in all the hot spots - leaving with the hot shots
Knowing they just want me cause I'm the top spot
That's not popping, and my brain ain't stopping
Thinking who she with? Or where she going? Is she club hopping?
I never had this kinda problem in my life
This is my first time dealing with this kind of fight
It's every night, and every flight, and every time you in my sight
Damn, this ain't even right....cause

When I'm with somebody, all I think 'bout is you
When I'm all alone - that's all I wanna do
I miss the smiley faces in my sidekick out of town visits
All the time we spent together, makes it hard to get you outta my system
You know what you do to me (do to me)  you don't even understand
Damn  you know what you do to me (do to me)
It's so hard to get you outta my system

[Hook: Bow Wow]
Is it wrong for me to feel this way
You been running through my mind all day - can you feel me
I been trying to get you off my mind
But I can't after all this time - that's what kills me

Is it wrong for me to feel this way
You been running through my mind all day  can you feel me
I been trying to get you off my mind
But I can't after all this time - that's what kills me

When I'm with somebody, all I think 'bout is you
When I'm all alone - that's all I wanna do
I miss the smiley faces in my sidekick out of town visits
All the time we spent together, makes it hard to get you outta my system
You know what you do to me (do to me)  you don't even understand
Damn  you know what you do to me (do to me)
It's so hard to get you outta my system

[Hook: Bow Wow]
I remember everything that me and you talked about
Me and you had our whole life planned out together
And if I could, I would turn back the hands of time
And correct all my mistakes that I ever did
But I guess I gotta move on right?
Still hard, and I still love until this day... Peace"
626,Promise,The Evolution,Ciara,2006,267413,55,https://open.spotify.com/track/1pLdjo3lOBbMaoR4ZpybFH,"[Intro]
Come enjoy the life
Baby, take a ride
I just wanna vibe with you, you
Baby, you and I can have a good time
Tell me what you like

[Spoken]
Now listen, I've been single for a while now
And I've been kinda lonely
But I'm looking for somebody to talk to
Love me, someone who can hold me, is that you?

[Verse 1]
I'm looking for somebody I can call boo
Looking for the only one that I can give my all to
Tell me if it's you, you, you
What you wanna do, do, do?
Make your move
You can be my teacher, I'll do homework
You can give me extra credit, baby, I'll do more work
What you wanna do, do, do?
Now it's me and you, you, you

[Pre-Chorus]
Make a move
This mood is so right
It feels so right
You can be my prince
My knight
You can be my superman
Save me here I am

[Chorus]
Cause baby
There's nothing I won't do
To spend my life with you
I'll give my all to you
I promise that I will never lie to you, boy
There's nothing I won't do
To spend my life with you
I'll give my all to you
I promise that I will never lie to you, boy

[Verse 2]
You and me together - picture perfect
I'll spend all my money all my time because you're worth it
It's just me and you, you, you
What you wanna do, do, do?
Make a move
Call me Mama, spoil you like a baby
Thinking 'bout you, dreaming 'bout you, got me going crazy
What you wanna do, do, do?
Now it's me and you, you, you

[Pre-Chorus]
Make a move
This mood is so right
It feels so right
You can be my prince
My knight, whoa
You can be my superman
Save me, here I am

[Chorus]
Cause baby
There's nothing I won't do
To spend my life with you
I'll give my all to you
I promise that I will never lie to you, boy
There's nothing I won't do
To spend my life with you
I'll give my all to you
I promise that I will never lie to you, boy

[Post-Chorus]
Oh, oh
I mean everything that I say
From the bottom of my heart
I will never, never ever hurt you
I open my heart

[Bridge]
Open my heart
Give it to you
Tell the whole world that I'm in love with you
Whatever you want
Baby, I'll do
I know I don't want nobody else but you

[Chorus]
There's nothing I won't do (There's nothing I won't do, baby)
To spend my life with you
I'll give my all to you
I promise that I will never lie
There's nothing I won't do
To spend my life with you
I'll give my all to you (I will give my all to you)
I promise that I will never lie to you, boy

[Outro]
Come on boy and join me, I'll be waitin', waitin', waitin' for you
If you wanna be my homie, I'll be waitin' waitin' waitin' for you
If you wanna be my honey, I'll be waitin' waitin' waitin' for you
Lookin' for my one and only, you can be my one and only"
627,Make Me Better,From Nothin' To Somethin' (Bonus Track Version),Fabolous,2007-01-01,253573,61,https://open.spotify.com/track/0YkJU6TjjwzsVXUPRIO0DB,"[Intro: Ne-Yo with Fabolous]
Timbo! Hey!
Ne-Yo! Say what?
Loso! Hey! Hey!

[Chorus: Ne-Yo]
I'm a movement by myself (Oh!)
But I'm a force when were together
Mami I'm good all by myself (Oh!)
But baby you, you make me better
You make me better, You make me better (Hey! Hey!)
You make me better, You make me better (Hey! Hey!)
You make me better, You make me better (Hey! Hey!)
You make me better, You make me better (Hey! Hey! Hey!)

[Verse 1: Fabolous]
You plus me, it equals better math
Your boy a good look but she my better half
I'm already bossin, already flossin
But why have the cake if it ain't got the sweet frostin
You're-You're-You're-You're keepin me on my A game
With-With-With-Without havin the same name
They-They-They-They-They-They might flame
But-But-But-But shorty we burn it up
The sag and my swag, pep in my step
Daddy do the Gucci mami in Giuseppes
Guess it's a G thing whenever we swing
I'm a need Coretta Scott if I'm 'gon be King (Oooh)

[Chorus: Ne-Yo]
I'm a movement by myself (Oh!)
But I'm a force when were together
Mami I'm good all by myself (Oh!)
But baby you, you make me better
You make me better, You make me better (Hey! Hey!)
You make me better, You make me better (Hey! Hey!)
You make me better, You make me better (Hey! Hey!)
You make me better, You make me better (Hey! Hey! Hey!)

[Verse 2-1: Ne-Yo]
First thing's first, I does what I do
But everything I am she's my improve
I'm already bossin, I'm already fly
But if I'm a star, she is the sky
A-A-A-And when I feel like I'm on top
She-She-She-She give me reason then I stop
And-And-And-And-And-And though I'm hot
To-To-To-Together we burn it up

[Verse 2-2: Fabolous with Ne-Yo]
The caked up cut, the cleaned up ice
The shorty come around, I clean up nice
Dynamic duo, Batman and Robin
Whoever don't like it is that man's problem
And-And-And-And when I feel like I'm tired
Ma-Ma-Ma-Mami be takin me higher
I'm-I'm-I'm-I'm-I'm-I'm on fire
But-But-But-But shorty we burn it up

[Chorus: Ne-Yo]
I'm a movement by myself (Oh!)
But I'm a force when were together
Mami I'm good all by myself (Oh!)
But baby you, you make me better
You make me better, You make me better (Hey! Hey!)
You make me better, You make me better (Hey! Hey!)
You make me better, You make me better (Hey! Hey!)
You make me better, You make me better (Hey! Hey! Hey!)

[Bridge: Ne-Yo]
Cause on the side of every great man
You could find a woman like a soldier holdin him down

[Verse 3: Fabolous]
She treats me like a don, watches for the hit
Checks where I go, even watches who I'm with
The right when I'm wrong, so I never slip
Show me how to move, that's why I never trip
And baby girl you so major they should front page ya (Front page ya)
God bless the parents who made ya (Who made ya)
Middle finger anybody who hate the (Who hate the)
Way we burn it up

[Chorus: Ne-Yo]
I'm a movement by myself (Oh!)
But I'm a force when were together
Mami I'm good all by myself (Oh!)
But baby you, you make me better
You make me better, You make me better (Hey! Hey!)
You make me better, You make me better (Hey! Hey!)
You make me better, You make me better (Hey! Hey!)
You make me better, You make me better (Hey! Hey! Hey!)

[Outro: Fabolous & Ne-Yo]
Ahhhhhhhhh!
Yeah baby, them lames you playin with, they 'gon push you down
We tryin to compliment you you know, make you better
Top Notch Tim, Nice Look Ne-Yo, Livin Good Loso
They ask you how you doin now, tell 'em better than them
Hahahahahahaaha!

[Chorus: Ne-Yo]
I'm a movement by myself (Oh!)
But I'm a force when were together
Mami I'm good all by myself (Oh!)
But baby you, you make me better
You make me better, You make me better (Hey! Hey!)
You make me better, You make me better (Hey! Hey!)
You make me better, You make me better (Hey! Hey!)
You make me better, You make me better (Hey! Hey! Hey!)"
628,Back To Black,Back To Black (Deluxe Edition),Amy Winehouse,2006,241293,74,https://open.spotify.com/track/3FAclTFfvUuQYnEsptbK8w,"[Verse 1]
He left no time to regret
Kept his dick wet with his same old safe bet
Me and my head high
And my tears dry, get on without my guy
You went back to what you know
So far removed from all that we went through
And I tread a troubled track
My odds are stacked, I'll go back to black

[Chorus]
We only said goodbye with words
I died a hundred times
You go back to her and I go back to
I go back to us

[Verse 2]
I love you much, it's not enough
You love blow and I love puff
And life is like a pipe
And I'm a tiny penny rollin' up the walls inside

[Chorus]
We only said goodbye with words
I died a hundred times
You go back to her and I go back to
We only said goodbye with words
I died a hundred times
You go back to her and I go back to

[Bridge]
Black, black, black, black
Black, black, black
I go back to
I go back to

[Chorus]
We only said goodbye with words
I died a hundred times
You go back to her and I go back to
We only said goodbye with words
I died a hundred times
You go back to her and I go back to black"
629,Lost Without U,The Evolution of Robin Thicke,Robin Thicke,2006-01-01,254146,63,https://open.spotify.com/track/4V2F0DZrAXOWq9hkwMMG3x,"[Chorus]
I'm lost without you, can't help myself
How does it feel to know that I love you, baby?
I'm lost without you, can't help myself
How does it feel to know that I love you, baby?

[Verse 1]
Tell me how you love me more
And how you think I'm sexy, baby
That you don't want nobody else
You don't want this guy, you don't want that guy
You wanna touch yourself when you see me
Tell me how you love my body
And how I make you feel, baby
You wanna roll with me, you wanna hold with me
You wanna stay warm and get out of the cold with me
I just love to hear you say it
It makes a man feel good, baby
Tell me you depend on it, I need to hear it

[Chorus]
I'm lost without you, can't help myself
How does it feel to know that I love you, baby?
I'm lost without you, can't help myself
How does it feel to know that I love you, baby?

[Verse 2]
Baby, you're the perfect shape
Baby, you're the perfect weight
Treat me like my birthday
I want it this way, I want it that way, I want it
Tell me you don't want me to stop (Don't stop)
Tell me it would break your heart
But you love me and all my dirty
You wanna roll with me, you wanna hold with me
You wanna make fires and get Norwegian wood with me
I just love to hear you say it
It makes a man feel good, baby

[Chorus]
I'm lost without you, can't help myself
How does it feel to know that I love you baby?
I'm lost without you, can't help myself
How does it feel to know that I love you, baby?

[Bridge]
Cause you will tell me every morning
Ooh, alright, baby
Oh, yeah, oh, baby
Oh, darling, alright

[Chorus]
I'm lost without you! Can't help myself
How does it feel to know that I love you, baby?
I'm lost without you, can't help myself
How does it feel to know that I love you, baby?

[Outro]
Ooh yeah, oh baby
Oh darlin', all right-right
Oh baby, oh darlin'
Ooh, ooh, baby, all right-right
Yeah"
630,I Tried,Strength & Loyalty,Bone Thugs-N-Harmony,2007,287480,61,https://open.spotify.com/track/2elA6JLRaQ6iB7hxiuTKN4,"[Intro: Wish Bone]
Bone Thugs, Akon, yeah
You know, don't nothin' come easy
You gotta try real real hard
I've tried hard
But I guess I gotta try harder

[Hook: Akon]
I tried so hard
Can't seem to get away from misery
Man, I tried so hard
Will always be a victim of these streets
It ain't my fault ‘cause I
Try to get away but trouble follows me
And still I try so hard
Hopin' one day you'll come and rescue me
But until then I'll be posted up
Right here: rain, sleet, hail, snow
But until then I'll be posted up
Right here with my heat, gettin' dough

[Verse 1: Krayzie Bone]
First let me explain that I'm just a black man
And I come from the dark side
So I'm havin' a hard time stayin' on track, man
My mind be racin' and I don't even know what I'm chasin' yet
Been in and out of relationships
So I'm startin' to see that it's me where the complications at
But I'm layin' back, prayin' that
You give that peace of mind to me
I thought I was right but really I'm wrong
Then again I was too blind to see
I was in the fast lane chasin' my dreams
And then it seem when the fame and cash came
They just got me goin' crazy-y-y, lately
I've been so faded tryin' to erase it
But I just can't ‘cause the drama just grows greater
And I've been in so many collisions by puttin' shit off 'til later

[Hook: Akon]
I tried so hard
Can't seem to get away from misery
Man, I tried so hard
Will always be a victim of these streets
It ain't my fault ‘cause I
Try to get away but trouble follows me
And still I try so hard
Hopin' one day you'll come and rescue me
But until then I'll be posted up
Right here: rain, sleet, hail, snow
But until then I'll be posted up
Right here with my heat, gettin' dough

[Verse 2: Layzie Bone]
It's like I'm takin' five steps forward and ten steps back
Tryin' to get ahead of the game but I can't seem to get it on track
And I keep runnin' away the ones that say they love me the most
How could I create the distance when it's supposed to be close?
And uh, I just don't know but I be out here fightin' demons
And it's like a curse that I can't shake this part of Cleveland
And Lord, would you help me?
And stop this pain I keep inflictin' on my family?
Hustlin' and gamblin', trickin' and scramblin'
And losin' sight of what I'm supposed to be handlin'
It's hard to manage ‘cause everyday's a challenge
And man, I'm slippin', can't lose my balance, I'm tryin' not to panic

[Hook: Akon]
I tried so hard
Can't seem to get away from misery
Man, I tried so hard
Will always be a victim of these streets
It ain't my fault ‘cause I
Try to get away but trouble follows me
And still I try so hard
Hopin' one day you'll come and rescue me
But until then I'll be posted up
Right here: rain, sleet, hail, snow
But until then I'll be posted up
Right here with my heat, gettin' dough

[Verse 3: Wish Bone]
I see that things won't change
I'm stuck in the game
As soon as I get out it keeps pullin' me back, mane
Got me doin' dirty dirt
So used to this hustlin' money
That I don't understand no 9-to-5 work
Studied on the streets, hustlas know what I mean
Hustlas ballin' before us
I'm tryin' to make it to that major league
So we will never leave until the sun came up
Gotta get it—no, nope, not leavin' no budge
Today games they play
Gotta go hard to get what you put in
If you fall off then it's all on you
Gotta watch what you sign to
Try so hard but I won't pull through

[Hook: Akon]
I tried so hard
Can't seem to get away from misery
Man, I tried so hard
Will always be a victim of these streets
It ain't my fault ‘cause I
Try to get away but trouble follows me
And still I try so hard
Hopin' one day you'll come and rescue me
But until then I'll be posted up
Right here: rain, sleet, hail, snow
But until then I'll be posted up
Right here with my heat, gettin' dough"
631,I Kissed A Girl,One Of The Boys,Katy Perry,2008-06-17,179640,73,https://open.spotify.com/track/14iN3o8ptQ8cFVZTEmyQRV,"[Verse 1]
This was never the way I planned
Not my intention
I got so brave, drink in hand
Lost my discretion
It's not what I'm used to
Just wanna try you on
I'm curious for you
Caught my attention

[Chorus]
I kissed a girl and I liked it
The taste of her cherry chapstick
I kissed a girl just to try it
I hope my boyfriend don't mind it
It felt so wrong, it felt so right
Don't mean I'm in love tonight
I kissed a girl and I liked it
I liked it

[Verse 2]
No, I don't even know your name
It doesn't matter
You're my experimental game
Just human nature
It's not what good girls do
Not how they should behave
My head gets so confused
Hard to obey

[Chorus]
I kissed a girl and I liked it
The taste of her cherry chapstick
I kissed a girl just to try it
I hope my boyfriend don't mind it
It felt so wrong, it felt so right
Don't mean I'm in love tonight
I kissed a girl and I liked it
I liked it

[Bridge]
Us girls, we are so magical
Soft skin, red lips, so kissable
Hard to resist, so touchable
Too good to deny it
Ain't no big deal, it's innocent

[Chorus]
I kissed a girl and I liked it
The taste of her cherry chapstick
I kissed a girl just to try it
I hope my boyfriend don't mind it
It felt so wrong, it felt so right
Don't mean I'm in love tonight
I kissed a girl and I liked it
I liked it"
632,Take A Bow,Good Girl Gone Bad: Reloaded,Rihanna,2008-06-02,229413,74,https://open.spotify.com/track/3goSVuTt3fDYDP6kRnFwuL,"[Intro]
Oh, how about a round of applause?
Yeah, a standing ovation
Ooh, whoa, yeah
Yeah, yeah, yeah, yeah

[Verse 1]
You look so dumb right now
Standing outside my house
Trying to apologize
You're so ugly when you cry
Please, just cut it out

[Pre-Chorus]
And don't tell me you're sorry 'cause you're not
Baby, when I know you're only sorry you got caught

[Chorus]
But you put on quite a show (Ooh, oh)
Really had me going
But now it's time to go (Ooh, oh)
Curtain's finally closing
That was quite a show (Ooh, oh)
Very entertaining
But it's over now (But it's over now)
Go on and take a bow

[Verse 2]
(Oh-oh)
Grab your clothes and get gone (Get gone)
You better hurry up
Before the sprinklers come on (Come on)
Talking' bout' ""Girl, I love you, you're the one""
This just looks like the re-run
Please, what else is on? (Ooh, oh)

[Pre-Chorus]
And don't tell me you're sorry 'cause you're not (Mmm)
Baby, when I know you're only sorry you got caught

[Chorus]
But you put on quite a show (Ooh, oh)
Really had me going
But now it's time to go (Ooh, oh)
Curtain's finally closing
That was quite a show (Ooh, oh)
Very entertaining
But it's over now (But it's over now)
Go on and take a bow

[Bridge]
Oh, and the award for the best liar goes to you (Goes to you)
For making me believe
That you could be faithful to me
Let's hear your speech, oh
How 'bout a round of applause?
A standing ovation

[Chorus]
But you put on quite a show (Ooh, oh)
Really had me going
Now it's time to go (Ooh, oh)
Curtain's finally closing
That was quite a show (Ooh, oh)
Very entertaining
But it's over now (But it's over now)
Go on and take a bow
But it's over now"
633,No One,As I Am (Expanded Edition),Alicia Keys,2007-11-09,253813,77,https://open.spotify.com/track/6IwKcFdiRQZOWeYNhUiWIv,"[Verse 1]
I just want you close
Where you can stay forever
You can be sure
That it will only get better

[Pre-Chorus]
You and me together
Through the days and nights
I don't worry 'cause
Everything's going to be alright
People keep talking, they can say what they like
But all I know is everything's gonna be alright

[Chorus]
No one, no one, no one
Can get in the way of what I'm feelin'
No one, no one, no one
Can get in the way of what I feel for you, you, you
Can get in the way of what I feel for you

[Verse 2]
When the rain is pouring down
And my heart is hurting
You will always be around
This I know for certain

[Pre-Chorus]
You and me together
Through the days and nights
I don't worry 'cause
Everything's going to be alright
People keep talking, they can say what they like
But all I know is everything's gonna be alright

[Chorus]
No one, no one, no one
Can get in the way of what I'm feelin'
No one, no one, no one
Can get in the way of what I feel for you, you, you
Can get in the way of what I feel

[Bridge]
I know some people search the world
To find something like what we have
I know people will try, try to divide, something so real
So till the end of time, I'm telling you there ain't no one

[Chorus]
No one, no one
Can get in the way of what I'm feelin'
No one, no one, no one
Can get in the way of what I feel for you

[Outro]
Oh, oh oh oh, oh oh oh, oh oh oh oh oh oh oh oh oh oh
Oh, oh oh oh, oh oh oh, oh oh oh oh oh oh oh oh oh oh"
634,Love Story,Fearless (Big Machine Radio Release Special),Taylor Swift,2008-11-11,236266,74,https://open.spotify.com/track/1D4PL9B8gOg78jiHg3FvBb,"[Verse 1]
We were both young when I first saw you
I close my eyes, and the flashback starts
I'm standing there
On a balcony in summer air
See the lights, see the party, the ball gowns
See you make your way through the crowd
And say, ""Hello""
Little did I know

[Pre-Chorus]
That you were Romeo, you were throwing pebbles
And my daddy said, ""Stay away from Juliet""
And I was crying on the staircase
Begging you, ""Please don't go,"" and I said

[Chorus]
Romeo, take me somewhere we can be alone
I'll be waiting, all there's left to do is run
You'll be the prince and I'll be the princess
It's a love story, baby, just say ""Yes""

[Verse 2]
So I sneak out to the garden to see you
We keep quiet, 'cause we're dead if they knew
So close your eyes
Escape this town for a little while, oh, oh

[Pre-Chorus]
'Cause you were Romeo, I was a scarlet letter
And my daddy said, ""Stay away from Juliet""
But you were everything to me
I was begging you, ""Please don't go,"" and I said

[Chorus]
Romeo, take me somewhere we can be alone
I'll be waiting, all there's left to do is run
You'll be the prince and I'll be the princess
It's a love story, baby, just say ""Yes""
Romeo, save me, they're trying to tell me how to feel
This love is difficult, but it's real
Don't be afraid, we'll make it out of this mess
It's a love story, baby, just say ""Yes""

[Post-Chorus]
Oh, oh

[Bridge]
I got tired of waiting
Wondering if you were ever coming around
My faith in you was fading
When I met you on the outskirts of town

[Breakdown]
And I said, ""Romeo, save me, I've been feeling so alone
I keep waiting for you but you never come
Is this in my head? I don't know what to think""
He knelt to the ground and pulled out a ring, and said

[Chorus]
""Marry me, Juliet, you'll never have to be alone
I love you, and that's all I really know
I talked to your dad, go pick out a white dress
It's a love story, baby, just say 'Yes'""

[Outro]
Oh, oh, oh
Oh, oh, oh
'Cause we were both young when I first saw you"
